City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
314,Toyooka,JP,75.02,scattered clouds,35.5333,134.8333,O Hotel Toyooka
316,Inegol,TR,85.28,clear sky,40.0781,29.5133,Hotel Park Inegöl
317,Cuamba,MZ,66.65,clear sky,-14.8031,36.5372,Hotel Vision
318,Ilulissat,GL,48.22,scattered clouds,69.2167,-51.1,Hotel Arctic
319,Geraldton,AU,48.61,clear sky,-28.7667,114.6,Broadwater Mariner Resort
320,Marovoay,MG,77.14,broken clouds,-16.1,46.6333,Hôtel les Oliviers Marovoay
321,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
322,Saint-Augustin,CA,70.23,scattered clouds,51.226,-58.6502,
323,Nouakchott,MR,89.53,broken clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
325,Rosarito,MX,93.94,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
327,Jiangyou,CN,75.92,scattered clouds,31.7667,104.7167,Shangping Shuyuan Inn
328,Mount Isa,AU,56.97,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
329,Sioux Lookout,CA,79.18,smoke,50.1001,-91.917,Knobby's Fly-In Camps
330,Jieshi,CN,82.94,overcast clouds,22.8134,115.8257,Yuehai Hotel
331,Kemijarvi,FI,44.65,light rain,66.7131,27.4306,Hotelli Kemijärvi
332,Provideniya,RU,48.54,light rain,64.3833,-173.3,
333,San Carlos De Bariloche,AR,55.15,clear sky,-41.1456,-71.3082,Hotel Patagonia
334,Mombetsu,JP,70.86,scattered clouds,44.3525,143.3525,Okhotsk Palace Hotel
335,Praia,CV,77.54,broken clouds,14.9215,-23.5087,LT Aparthotel
337,Batagay-Alyta,RU,54.61,scattered clouds,67.8006,130.4114,
338,Rio Rancho,US,83.88,clear sky,35.2334,-106.6645,Hilton Garden Inn Albuquerque North/Rio Rancho
339,Byron Bay,AU,59.88,scattered clouds,-28.65,153.6167,Backpackers Inn on the Beach
340,Sobolevo,RU,63.68,broken clouds,54.4299,31.8996,
341,Chambas,CU,91.02,overcast clouds,22.1928,-78.9136,
342,Asau,RO,70.39,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
343,Ust-Kuyga,RU,50.49,broken clouds,70.0167,135.6,
344,Zyryanka,RU,39.74,broken clouds,65.75,150.85,
345,Nsanje,MW,67.59,clear sky,-16.92,35.262,Nsanje Discovery Lodge
346,Wagar,SD,83.62,overcast clouds,16.1525,36.2032,
347,Tottori,JP,76.71,broken clouds,35.5,134.2333,Hotel Monarque Tottori
348,Port Macquarie,AU,55.36,clear sky,-31.4333,152.9167,Rydges Port Macquarie
351,Lishu,CN,64.53,broken clouds,43.3047,124.3278,Yuzhen Hotel
352,Cayenne,GF,89.64,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
353,Dikson,RU,49.59,overcast clouds,73.5069,80.5464,
354,Camacha,PT,71.02,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
355,Sao Raimundo Das Mangabeiras,BR,95.7,clear sky,-7.0219,-45.4811,Hotel Tropical
356,Belyy Yar,RU,62.49,few clouds,53.6039,91.3903,Pasportnyy Stol
357,Oktyabrskoye,RU,78.35,few clouds,43.0645,44.7417,Prolesok Mini-hotel
358,Oschersleben,DE,68.94,overcast clouds,52.0333,11.25,Hotel Motorsport Arena
359,Pringsewu,ID,74.07,broken clouds,-5.3582,104.9744,Urban Style by Front One
360,Ucluelet,CA,75.09,clear sky,48.9329,-125.5528,Black Rock Oceanfront Resort
361,Ostrovnoy,RU,54.1,overcast clouds,68.0531,39.5131,
362,Posse,BR,85.59,clear sky,-14.0931,-46.3694,Pousada das Palmeiras
363,Komsomolskiy,UZ,83.12,overcast clouds,40.4272,71.7189,Ikathouse
364,Moram,IN,75.72,overcast clouds,17.8,76.4667,Bangi Farm House Murum
365,Farafangana,MG,67.08,light rain,-22.8167,47.8333,Miarina
366,Sterling,US,80.89,clear sky,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
367,Artyom,AZ,80.74,overcast clouds,40.4723,50.333,Merdan Respect
368,Victoria,HK,84.33,broken clouds,22.2855,114.1577,Mini Hotel Central
369,Lasa,IT,63.34,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
370,Speightstown,BB,86.61,few clouds,13.25,-59.65,Legend Garden Condos
371,Rondonopolis,BR,94.8,broken clouds,-16.4708,-54.6356,Serras Hotel
372,Dakar,SN,77.88,overcast clouds,14.6937,-17.4441,Redface Studios Meublés
373,Quatre Cocos,MU,66.09,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
374,Vercheres,CA,80.35,clear sky,45.7834,-73.3492,Au Doc Motel
375,Nanakuli,US,76.95,light rain,21.3906,-158.1547,Camp Pālehua
376,Musafirkhana,IN,81.34,broken clouds,26.3667,81.8,Suryakant Pandey
377,Mkuranga,TZ,72.18,broken clouds,-7.118,39.2078,Luminoso Lodge
378,Kovdor,RU,42.82,light rain,67.5662,30.4758,Derevo Zhelaniy
379,Lethem,GY,78.87,overcast clouds,3.3803,-59.7968,Savannah Inn
380,Davila,PH,80.89,heavy intensity rain,18.4726,120.5763,Blue Ridge Beach Resort
381,Kharakvasla,IN,72.41,overcast clouds,18.4333,73.7667,The Heritage Resort
382,Monroe,US,77.99,scattered clouds,43.1501,-77.6831,"Staybridge Suites Rochester University, an IHG Hotel"
383,Banyo,CM,68.85,moderate rain,6.75,11.8167,Motel JOMBA
384,Gambela,ET,74.01,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
385,Saint-Leu,RE,65.68,clear sky,-21.15,55.2833,La Caz Oceane
386,Semenyih,MY,82.18,broken clouds,2.9516,101.843,Diamond City Bungalow 13 pax by BeeStay near Broga
387,Wilmington,US,79.93,light rain,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
388,Honiara,SB,75.29,scattered clouds,-9.4333,159.95,Heritage Park Hotel
389,Ughelli,NG,78.39,moderate rain,5.4899,6.0074,Prestige Hotel
390,Cabedelo,BR,83.07,broken clouds,-6.9811,-34.8339,Hotel Pigalle
391,Usinsk,RU,64.38,broken clouds,65.9939,57.5281,Dobro Pozhalovaty
392,Labuhan,ID,76.82,scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
393,Melo,UY,62.02,clear sky,-32.3667,-54.1833,Hotel Juana
394,Taitung,TW,80.69,overcast clouds,22.7583,121.1444,Taitung Bali Suites Hotel
395,Auki,SB,74.21,few clouds,-8.7676,160.7034,Auki Motel
396,Alekseyevka,RU,76.96,overcast clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
397,Naron,ES,71.69,light rain,43.5167,-8.1528,Marcial
398,Krasnoye,UA,74.55,scattered clouds,49.9145,24.6134,Feniks
399,Mandalgovi,MN,53.62,overcast clouds,45.7625,106.2708,В.Ганбат
400,Grand Gaube,MU,68.4,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
401,Tautira,PF,77.02,light rain,-17.7333,-149.15,Pension Oaoa
402,Duku,NG,81.68,overcast clouds,11.2361,4.9073,
403,Jizan,SA,92.34,broken clouds,17.3333,42.6667,شهدان. ابوالحجر
404,Sao Joao Da Barra,BR,77.09,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
405,Pitimbu,BR,82.99,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
406,Bose,IT,73.51,light rain,45.4612,8.0137,Locanda Borgo Antico
407,Pulaski,US,86.0,few clouds,34.7668,-92.3001,DoubleTree by Hilton Hotel Little Rock
408,Vestmannaeyjar,IS,56.39,mist,63.4427,-20.2734,Glamping & Camping
409,Pacific Grove,US,72.81,scattered clouds,36.6177,-121.9166,Lovers Point Inn
410,Nadvoitsy,RU,55.2,overcast clouds,63.8667,34.3167,Sever Nadvoitsy
411,Alice Springs,AU,36.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
412,Muros,ES,68.99,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
413,Nueve De Julio,AR,63.72,clear sky,-35.4444,-60.8831,Grand Hotel Libertad - GHL
414,Tabou,CI,78.64,broken clouds,4.423,-7.3528,hotêl doufoulougou
415,Batticaloa,LK,82.99,overcast clouds,7.7102,81.6924,Grand Star Guest House
416,Hay River,CA,71.58,smoke,60.8156,-115.7999,Ptarmigan Inn
417,Yulara,AU,40.84,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
418,Burns Lake,CA,67.42,broken clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
419,Tambo,PE,47.23,scattered clouds,-14.8,-73.9167,
420,Mehran,IR,96.28,scattered clouds,33.1222,46.1646,بوتیک زنانه بهار
421,Varfurile,RO,74.16,broken clouds,46.3167,22.5167,Pensiune Alina Maria
422,Grindavik,IS,59.56,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
423,Gijon,ES,71.06,overcast clouds,43.5357,-5.6615,Miramar
424,Gat,IL,89.4,clear sky,31.61,34.7642,OlusHome
425,Atambua,ID,69.69,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
426,Asahi,JP,83.19,few clouds,35.7167,140.65,Hotel Acty Exive
427,Steamboat Springs,US,67.93,overcast clouds,40.485,-106.8317,Steamboat Grand
428,Mount Gambier,AU,47.46,broken clouds,-37.8333,140.7667,The Commodore
429,Capao Da Canoa,BR,60.62,clear sky,-29.7456,-50.0097,Hotel Araçá
430,Newport,GB,70.32,overcast clouds,51.5877,-2.9984,ibis budget Newport
431,Kalmunai,LK,82.53,overcast clouds,7.4167,81.8167,VS Villa
432,Baykit,RU,65.26,overcast clouds,61.67,96.37,
433,Kasane,BW,67.21,clear sky,-17.8167,25.15,The Old House
434,Hambantota,LK,80.28,overcast clouds,6.1241,81.1185,Bungalow 63
435,Helong,CN,65.59,broken clouds,42.5397,128.9972,Helong Hotel
436,Katiola,CI,84.45,overcast clouds,8.1333,-5.1,Auberge Residence Yebin
438,Lipari,IT,92.32,broken clouds,38.4674,14.954,Hotel Villa Diana Soc. Clelia Hunziker s.a.s.
439,Molochnoye,RU,63.18,light rain,59.2917,39.6787,"Gostevoy Dom ""Russkaya Izba"""
440,Beinamar,TD,71.67,light rain,8.6698,15.3813,
441,Flin Flon,CA,76.84,smoke,54.7682,-101.865,Victoria Inn Flin Flon
442,Zadar,HR,86.61,clear sky,44.1197,15.2422,Hotel Kolovare
443,Scarborough,GB,71.83,scattered clouds,54.2797,-0.4044,Ambassador Roomzzz
444,Vila Velha,BR,75.15,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
445,Yar-Sale,RU,61.09,overcast clouds,66.8333,70.8333,Yalemd
446,Whitefish,US,75.11,smoke,48.4111,-114.3376,Best Western Rocky Mountain Lodge
447,Atel,RO,78.01,broken clouds,46.15,24.4667,Pensiune Cetate
448,Laguna,US,95.25,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
449,Susanville,US,82.09,haze,40.4163,-120.653,Comfort Inn & Suites
450,Kushima,JP,81.12,scattered clouds,31.4583,131.2333,Hanaoka
451,Acapulco,MX,87.62,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
452,Seymchan,RU,41.63,overcast clouds,62.8833,152.4333,
453,Chippewa Falls,US,80.78,haze,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
454,Cairns,AU,67.95,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
455,Korla,CN,83.37,clear sky,41.7597,86.1469,Gulisitan Hotel
456,High Rock,BS,73.42,heavy intensity rain,26.6208,-78.2833,Hideaway Bahamas Beach Club
457,Veraval,IN,81.72,overcast clouds,20.9,70.3667,Lords Inn Somnath
458,Santa Rosa,PH,84.11,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
459,Nizwa,OM,98.92,broken clouds,22.9333,57.5333,Orient Apartments
460,Buala,SB,78.4,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
461,Peace River,CA,73.71,overcast clouds,56.2501,-117.286,BCMInns - Peace River
462,Catamarca,AR,77.58,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
463,Shahreza,IR,81.45,broken clouds,32.0339,51.8794,خوابگاه
464,Mazamari,PE,82.51,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
465,Cockburn Town,TC,87.76,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
466,Virbalis,LT,63.41,broken clouds,54.6267,22.8169,
467,Havelock,US,79.02,overcast clouds,34.8791,-76.9013,Sherwood Motel
468,Westport,US,77.92,clear sky,41.1415,-73.3579,The Westport Inn
469,Eravur,LK,82.89,overcast clouds,7.7733,81.6095,Farhan KING House
470,Beni,CD,67.08,light rain,0.5,29.4667,Albertine hotel
471,Cartagena,CO,85.62,broken clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
472,Nabire,ID,74.46,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
473,Colares,PT,78.48,few clouds,38.7992,-9.4469,Arribas Sintra Hotel
474,Demidov,RU,66.54,overcast clouds,55.2706,31.515,Mini-Hotel on Prosveshcheniya
475,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
476,Severnyy,RU,71.64,clear sky,50.677,36.5532,Full House North Mini-Hotel
477,Sovetskiy,RU,66.36,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
478,Pedasi,PA,80.31,overcast clouds,7.5333,-80.0333,Selina Pedasi
479,Iracoubo,GF,84.83,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
480,Zvishavane,ZW,60.06,clear sky,-20.3267,30.0665,Hotel Boutique Runde
481,Syava,RU,67.01,broken clouds,58.0146,46.3222,
482,Coquimbo,CL,59.65,scattered clouds,-29.9533,-71.3436,Punto de encuentro
483,Qaqortoq,GL,52.3,light rain,60.7167,-46.0333,Hotel Qaqortoq
484,Batagay,RU,51.4,few clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
485,Bilibino,RU,28.92,broken clouds,68.0546,166.4372,Gostinitsa Severyanka
486,Kamenka,RU,71.62,light rain,51.3223,42.7678,
487,Lagoa,PT,72.79,clear sky,39.05,-27.9833,Casa Das Faias
488,Mutuipe,BR,82.98,clear sky,-13.2286,-39.5047,Hotel Portal do Vale
489,Bagdarin,RU,55.98,overcast clouds,54.4333,113.6,Gostevoy Dom Terem
490,Pemangkat,ID,80.06,overcast clouds,1.1667,108.9667,Ramah Kost KITA
491,Krasnopillya,UA,72.19,scattered clouds,50.7746,35.2597,
492,Amurzet,RU,69.12,overcast clouds,47.6967,131.0981,Gostinitsa Kvartirnogo Tipa
493,Pevek,RU,35.4,overcast clouds,69.7008,170.3133,Hotel ABC
494,Balykshi,KZ,91.4,clear sky,47.0667,51.8667,Гостиница Golden Rose
495,Bumba,CD,81.3,broken clouds,2.1833,22.4667,Hôtel Cape Town
496,Munsingen,DE,62.69,overcast clouds,48.4113,9.497,Hotel Gasthof Herrmann
497,Inta,RU,62.53,broken clouds,66.0317,60.1659,Apartments in Inta city
498,Yarmouth,US,77.25,clear sky,41.7057,-70.2286,Blue Rock Resort
499,Tabuk,PH,77.76,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
500,Homer,US,61.09,clear sky,59.6425,-151.5483,Beluga Lake Lodge
501,Chumikan,RU,51.13,overcast clouds,54.7183,135.315,Fortuna
502,Katangli,RU,51.57,overcast clouds,51.7102,143.2326,
503,Salmon Arm,CA,75.24,clear sky,50.6998,-119.3024,Podollan Inn Salmon Arm
504,Waingapu,ID,75.11,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
505,Blind River,CA,73.65,broken clouds,46.1834,-82.9582,Auberge Eldo Inn
506,Andenes,NO,51.78,light intensity drizzle,69.3143,16.1194,Hotell Marena
507,Ginir,ET,62.28,broken clouds,7.1333,40.7,Sura Dare Village
508,Havre-Saint-Pierre,CA,61.16,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
509,Okha,RU,53.65,overcast clouds,53.5739,142.9478,Империя
510,Mayumba,GA,75.27,overcast clouds,-3.432,10.6554,LIKWALE LODGE
511,Chulman,RU,56.53,overcast clouds,56.8479,124.9104,Gostinitsa
512,Dali,CN,65.16,few clouds,25.7,100.1833,Dali Travelling With Hostel
513,Briancon,FR,66.51,overcast clouds,44.9,6.65,Auberge de la Paix
514,Bahia Honda,CU,89.26,scattered clouds,22.9036,-83.1592,Casa Gualberto - Deysi
515,Bharatpur,IN,81.81,overcast clouds,27.2167,77.4833,OYO 22446 Sonar Haveli
516,San Vicente,AR,69.64,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
517,Turukhansk,RU,58.82,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
518,Makinsk,KZ,63.03,light rain,52.6292,70.4169,Bereke
519,Sao Jose Da Coroa Grande,BR,77.27,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
520,Agadir,MA,77.45,clear sky,30.4202,-9.5982,Iberostar Founty Beach
521,Talkha,EG,86.27,clear sky,31.0539,31.3779,Almadiafah
522,Mareeba,AU,63.32,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
523,Nanortalik,GL,45.41,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
524,Tuxpan,MX,76.77,broken clouds,19.55,-103.4,Hotel y Restaurante Campestre La Cabaña
525,Najran,SA,90.25,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
526,Angoram,PG,73.26,scattered clouds,-4.0625,144.0661,
527,Puerto Del Rosario,ES,76.68,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
528,Port Lincoln,AU,54.48,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
529,Ufa,RU,83.57,broken clouds,54.775,56.0375,Azimut Hotel Ufa
530,Sahuaripa,MX,88.83,clear sky,29.05,-109.2333,Estatua de Sahuaripa
531,Pipri,IN,76.46,overcast clouds,19.8,75.5333,Sukhana River nilu and rushi home
532,Saldanha,ZA,57.18,clear sky,-33.0117,17.9442,Blue Bay Lodge
533,Xacmaz,AZ,78.87,broken clouds,41.4635,48.806,SAHİL HOTEL
534,Villa Carlos Paz,AR,74.05,few clouds,-31.4241,-64.4978,Monte Carlo
535,Tashtyp,RU,58.8,broken clouds,52.7939,89.8983,Oblachnyye Glubiny Orden Gusu Lan'
536,Ketchikan,US,57.67,moderate rain,55.3422,-131.6461,Snows Cove Lodge
537,Lungi,SL,80.4,light rain,9.2212,-12.6831,Lungi Airport Lodge
538,Ballina,AU,55.78,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
539,Camargo,MX,80.22,broken clouds,27.6667,-105.1667,Hotel Santa Fe
540,Kato Khorion,GR,93.65,clear sky,35.05,25.7833,ARION PALACE HOTEL
541,Fairbanks,US,71.82,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
542,Kaseda,JP,80.85,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
543,Leo,BF,82.56,heavy intensity rain,11.1,-2.1,Hotel Sissilis
544,Derzhavinsk,KZ,75.92,broken clouds,51.1,66.3167,Ooo.khim Baza
545,Bourail,NC,60.94,clear sky,-21.5667,165.4833,Motel Allamanda
546,Codrington,AU,48.47,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
547,Mariel,CU,89.74,broken clouds,22.9875,-82.7536,Casa de Alojamiento Marilda y Jesus
548,Ampanihy,MG,62.37,broken clouds,-24.7,44.75,Angora Hotel
549,Yatou,CN,73.71,scattered clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
550,Letka,RU,67.1,light rain,59.6011,49.4232,"Gostinitsa Letka, Shinomontazh"
551,Beidao,CN,67.3,overcast clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
552,Pandan,PH,84.0,overcast clouds,14.0453,124.1694,Bonifacio Lodge
553,Beloha,MG,63.64,overcast clouds,-25.1667,45.05,
554,Hearst,CA,61.05,broken clouds,49.6835,-83.6665,Companion
555,Xai-Xai,MZ,65.43,clear sky,-25.0519,33.6442,Complexo da Familia
556,Blytheville,US,83.05,clear sky,35.9273,-89.919,Days Inn by Wyndham Blytheville
557,Severo-Kurilsk,RU,51.26,overcast clouds,50.6789,156.125,Kak Doma
558,Beipiao,CN,67.03,broken clouds,41.7919,120.7792,Beipiao Hotel
559,Kosa,RU,66.87,broken clouds,59.9445,54.9977,Gostinitsa V Kose
560,Asosa,ET,60.58,light rain,10.0667,34.5333,Blendana Hotel Assosa
561,Macau,MO,84.07,scattered clouds,22.2006,113.5461,Grand Emperor Hotel
562,Koumac,NC,63.95,clear sky,-20.5667,164.2833,Le Monitel
563,Simpang,ID,75.69,scattered clouds,-1.2667,104.0833,Sk 7 rt 1 dusun 3 rantau makmur berbak
564,Freeport,US,78.12,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
565,Road Town,VG,87.89,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
566,Biltine,TD,87.21,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
567,Sisimiut,GL,51.37,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
568,Katobu,ID,72.72,broken clouds,-4.9408,122.5276,La Ode Husein
569,Pakala,IN,83.34,overcast clouds,13.4667,79.1167,ViswanathBollineni guesthouse @
570,Batemans Bay,AU,51.91,scattered clouds,-35.7167,150.1833,Batemans Bay Marina Resort
571,Loding,NO,52.54,broken clouds,67.3,14.75,Arctic Kramer minicamping
572,Sao Gotardo,BR,77.63,overcast clouds,-19.3111,-46.0489,HOTEL BOMTEMPO
573,Saint-Pierre,RE,67.68,clear sky,-21.3393,55.4781,Lindsey Hôtel
575,Roald,NO,64.45,few clouds,62.5833,6.1333,Flem Cabins
576,Manokwari,ID,78.35,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
577,Vostok,RU,66.2,overcast clouds,46.4856,135.8833,
578,Kharhial,IN,77.74,overcast clouds,20.2833,82.7667,Jeevan Chhaya
579,Fort Nelson,CA,72.99,smoke,58.8053,-122.7002,The Fort Nelson Hotel
580,Da Nang,VN,89.65,few clouds,16.0678,108.2208,Sun River Hotel
581,Conde,BR,81.86,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
582,Colonia,DE,67.82,light rain,50.9333,6.95,Mauritius Hotel & Therme
583,Lafiagi,NG,84.67,light rain,8.8667,5.4167,Bus group international
584,Along,IN,76.44,moderate rain,28.1667,94.7667,Hotel West
585,Darovskoy,RU,66.47,broken clouds,58.77,47.9564,"Hotel ""Central"""
586,Manacapuru,BR,86.58,broken clouds,-3.2997,-60.6206,Novo Hotel
587,Huarmey,PE,69.26,scattered clouds,-10.0681,-78.1522,Hotel Miramar
588,Svetlogorsk,BY,66.52,broken clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
589,Bereda,ES,67.57,overcast clouds,43.2686,-7.5406,Pazo de Verdes
590,Hobyo,SO,78.22,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
591,Carutapera,BR,89.37,broken clouds,-1.195,-46.02,Lidera
592,Salym,RU,55.85,scattered clouds,60.0625,71.4789,Gostinitsa Salym
593,Egvekinot,RU,42.46,light rain,66.3167,-179.1667,
594,Amahai,ID,77.9,broken clouds,-3.3333,128.9167,HOTEL ISABELA
595,Aracati,BR,88.03,broken clouds,-4.5617,-37.7697,Motel Pousada Milleniun - Aracati-CE
596,Krotoszyn,PL,69.78,overcast clouds,51.6987,17.4374,Comfort
597,Sosnovo-Ozerskoye,RU,49.24,overcast clouds,52.5249,111.5418,
598,Wanganui,NZ,47.59,broken clouds,-39.9333,175.05,Aotea Motor Lodge
599,Shenzhen,CN,84.22,moderate rain,22.5455,114.0683,Shenzhen Shanghai Hotel
601,Solnechnyy,RU,55.17,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
602,Amuntai,ID,74.21,overcast clouds,-2.4177,115.2494,Hotel Balqis
603,Pachino,IT,93.24,few clouds,36.7186,15.0907,Pietra Bianca B&B
604,Hirara,JP,81.75,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
605,Athabasca,CA,79.86,scattered clouds,54.7169,-113.2854,Athabasca Lodge Motel
606,Aklavik,CA,50.0,broken clouds,68.2191,-135.0107,Aklavik Inn
607,Kassiopi,GR,96.44,clear sky,39.7886,19.9186,Sunflower Apartments & Studios
608,Oistins,BB,86.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
609,Kendari,ID,73.33,broken clouds,-3.945,122.4989,Hotel Wixel
610,Charters Towers,AU,60.93,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
611,Bac Lieu,VN,80.44,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
612,Fare,PF,78.48,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
613,Zaysan,KZ,71.83,clear sky,47.4667,84.8667,Ерлан үй
614,Soe,ID,62.42,scattered clouds,-9.8607,124.284,Dena Hotel
615,Belmonte,BR,75.7,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
616,Paamiut,GL,45.72,moderate rain,61.994,-49.6678,Hotel Ivaana
617,Gigmoto,PH,82.78,overcast clouds,13.7796,124.39,Cj's Travellers Inn
618,Nagato,JP,82.31,overcast clouds,34.3833,131.2,いそう庵
619,Teahupoo,PF,71.56,few clouds,-17.8333,-149.2667,Vanira Lodge
620,Lubao,PH,84.15,moderate rain,14.9167,120.55,Hacienda Gracia
621,Itarema,BR,87.94,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
622,Wattegama,LK,80.38,overcast clouds,6.7989,81.4808,
623,Cradock,ZA,60.75,clear sky,-32.1642,25.6192,Die Hoekhuis
624,Kandrian,PG,76.1,overcast clouds,-6.2167,149.55,Kandrian Station
625,Praya,CV,77.54,broken clouds,14.9215,-23.5087,LT Aparthotel
626,Poplar Bluff,US,78.69,clear sky,36.757,-90.3929,Holiday Inn Poplar Bluff
627,Lebanon,US,84.16,broken clouds,36.2081,-86.2911,Hampton Inn & Suites Lebanon
628,Port Shepstone,ZA,66.67,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
630,Joniskis,LT,65.32,broken clouds,56.2403,23.6153,Audruvis
631,Sturgis,US,76.8,scattered clouds,41.7992,-85.4192,Best Western Plus Howe Inn
632,Vila Franca Do Campo,PT,81.01,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
633,Orlik,RU,54.48,overcast clouds,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
634,Acarau,BR,87.78,scattered clouds,-2.8856,-40.12,castelo pizzaria
635,Domoni,KM,75.29,broken clouds,-12.2569,44.5319,Al Djadid
636,Tshikapa,CD,84.54,clear sky,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
637,Urumqi,CN,77.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
638,San Felipe,VE,87.17,broken clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
639,Shenjiamen,CN,79.93,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
640,High Level,CA,69.91,smoke,58.5169,-117.136,Days Inn by Wyndham High Level
641,Lewiston,US,81.05,clear sky,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
642,Andros Town,BS,89.56,overcast clouds,24.7,-77.7667,Hanks place
643,Barentin,FR,66.02,broken clouds,49.5453,0.9552,Hôtel Première Classe Rouen Nord - Barentin
644,Pitiquito,MX,93.18,clear sky,30.7,-112.0833,La Víspera
